19269	[]
15186	[]
6995	[]
15190	[]
35678	[]
35699	[]
4990	[]
13185	[]
11142	[]
4999	[]
29576	[]
29581	[]
27536	[]
41878	[]
13207	[]
19358	[]
27552	[]
27554	[]
5040	[]
15283	[]
19388	[]
15294	[]
35776	[]
15520	[]
27591	[]
35785	[]
9172	[]
23512	[]
15326	[]
23520	[]
38736	[]
19427	[]
13285	[]
19430	[]
23527	[]
1001	[]
35822	[]
17235	[]
15356	[]
23557	[]
27655	[]
29724	[44887, 35589, 34394, 31232, 30691, 29791, 28193, 22939, 12846, 5]
17438	[]
27679	[0]
34651	[]
46126	[]
5170	[]
21556	[]
3131	[]
1085	[]
29767	[]
9289	[]
1100	[]
27736	[]
29791	[44887, 35589, 34394, 31232, 30691, 29724, 28193, 22939, 12846, 5]
7284	[0]
29826	[]
11399	[]
11416	[]
27808	[]
3238	[]
29872	[]
1220	[]
1234	[]
3298	[]
17636	[]
42231	[]
31993	[]
4993	[]
12846	[44887, 35589, 34394, 31232, 30691, 29791, 29724, 28193, 22939, 5]
44310	[]
40218	[]
7463	[]
32045	[]
21822	[]
1343	[]
32064	[]
1357	[]
21843	[]
13661	[]
18320	[]
1383	[]
30062	[]
5487	[]
21873	[]
5490	[]
30071	[]
44412	[]
29260	[]
34250	[]
17874	[]
5588	[]
44505	[]
13793	[]
13795	[]
34280	[]
17898	[]
40433	[]
3573	[]
3574	[]
1532	[38737, 55, 41, 0]
13829	[]
9735	[]
19983	[]
13840	[]
9745	[]
13845	[]
13849	[]
44575	[]
28193	[44887, 35589, 34394, 31232, 30691, 29791, 29724, 22939, 12846, 5]
7714	[]
7718	[]
19079	[42697, 0]
20016	[]
30257	[44846, 35633, 22939, 20, 0]
5685	[]
32317	[]
1600	[]
13912	[]
19044	[]
34394	[44887, 35589, 31232, 30691, 29791, 29724, 28193, 22939, 12846, 5]
20070	[]
34406	[]
11879	[]
20074	[]
20075	[]
34412	[]
274	[]
34418	[]
9843	[]
34420	[]
31337	[12570, 53, 0]
13951	[]
25195	[]
27585	[]
7789	[]
34450	[]
3734	[]
16027	[]
1694	[]
9892	[]
1705	[]
627	[]
14005	[]
42697	[19079, 0]
18122	[]
9847	[]
42704	[]
1754	[]
18147	[]
18148	[]
32489	[]
18163	[]
14070	[]
32503	[]
42748	[]
128	[]
44824	[]
34439	[]
44846	[35633, 30257, 22939, 20, 0]
3895	[]
20283	[]
20290	[]
14160	[]
38737	[0, 1532, 55, 41]
30691	[44887, 35589, 34394, 31232, 29791, 29724, 28193, 22939, 12846, 5]
22357	[]
3926	[]
44887	[35589, 34394, 31232, 30691, 29791, 29724, 28193, 22939, 12846, 5]
3931	[]
38750	[]
23525	[]
14182	[]
32828	[0]
18286	[]
32631	[]
18311	[]
38792	[]
6027	[0]
38800	[]
18332	[]
18338	[]
18075	[]
38822	[]
14248	[]
33439	[]
10175	[]
6085	[]
22486	[]
3748	[]
24539	[]
2019	[]
2022	[]
45046	[]
22520	[]
45054	[]
