146	[42704, 125, 35325, 30045, 22638, 20599, 19033, 12562, 12561, 11190]
147	[1356, 49581, 5249, 4433, 4426, 2146, 1778, 1352, 242, 42211]
148	[]
149	[99, 160, 11875, 164, 128, 120, 103, 17]
150	[127, 48162, 48087, 44483, 42704, 25727, 20016, 15424, 11876, 11873]
151	[9770, 32671, 9833, 9819, 9771, 167, 150, 146, 109, 17]
152	[159, 134, 17048, 9170, 166, 158, 138]
153	[35662, 29260, 5933, 134, 131, 101]
154	[44405, 44390, 44385, 44371, 44365, 44362, 43209, 43107, 42699, 38626]
155	[43285, 26872, 134, 43604, 43291, 43253, 43193, 43190, 43171, 42733]
156	[179, 120, 104]
157	[]
158	[169, 43650, 43653, 9171, 2678, 166, 159, 152]
159	[134, 43190, 43345, 43253, 43235, 43193, 43175, 42733, 9170, 6142]
160	[115, 11872, 149, 36643, 13544, 13477, 13451, 11190, 170, 164]
161	[29868, 17450, 26872, 6109, 43190, 43189, 166, 134, 43604, 29749]
162	[47184, 38088, 34010, 25177, 25146, 22939, 17876, 17872, 16914, 16871]
163	[]
164	[44510, 2773, 146, 17, 48786, 48781, 48779, 48759, 43056, 26936]
165	[161, 29870, 29719, 181, 150, 129, 104, 102, 97, 96]
166	[138, 161, 24356, 24352, 43373, 43345, 43331, 43314, 43297, 43288]
167	[42704, 30062, 25730, 23061, 9677, 9172, 1790, 189, 151, 150]
168	[3231, 2647, 1657, 24334, 2637, 1864, 27319, 2681, 1685, 43224]
169	[43650, 43653, 158, 134, 43560, 43346, 43162, 16680, 6117, 6109]
170	[221, 40058, 38746, 160, 150, 122, 115]
171	[34751, 9770, 9154, 40213, 35560, 35550, 32830, 32630, 29801, 29456]
172	[]
173	[]
174	[96]
175	[]
176	[]
177	[]
178	[181, 120, 97]
179	[156, 120, 104]
180	[8675, 35613, 27086, 25187, 23690, 23586, 21866, 7758, 987, 182]
181	[97, 193, 192, 46909, 187, 180, 178, 165, 150, 146]
182	[120, 192, 49722, 49712, 49531, 46939, 46664, 46638, 44966, 44949]
183	[186, 128, 123, 110]
184	[29753, 16894, 15146, 6214, 6109, 45131, 43313, 43282, 43276, 43186]
185	[192, 187, 120, 46905, 42317, 15141, 15032, 13793, 161, 146]
186	[22940, 10236, 23694, 23065, 16111, 528, 22963, 12650, 6016, 3879]
187	[185, 192, 181, 96]
188	[47535, 47524, 45298, 28614, 26068, 23301, 22395, 22376, 22085, 22056]
189	[240, 2421, 107, 34323, 12633, 11261, 6169, 3377, 245, 167]
190	[33010]
191	[]
192	[185, 182, 181, 120, 187]
193	[96, 181, 126, 102]
194	[13898, 13828, 454, 14094, 14065, 13930, 13896, 13793, 32513, 23660]
195	[11164, 638, 41030, 35602, 25202, 24526, 23507, 3686]
196	[49637, 13119, 452, 49577, 11790, 9453, 49618, 49591, 35186, 32117]
197	[]
198	[28381, 12700, 1680, 48444, 46428, 45481, 44846, 44368, 43282, 40509]
199	[]
200	[]
201	[8111, 8107, 8106, 8105, 8101, 8100, 8098, 8097, 8094, 8091]
202	[41696, 3566, 3549, 20832, 43754, 25979, 7266, 42872, 27846, 43769]
203	[]
204	[29558, 2667, 1688, 1670, 1664, 34278, 3231, 2637, 1679, 45076]
205	[]
206	[]
207	[27667, 40802, 33766, 30220, 29315, 27679, 27601, 27590, 27588, 27586]
208	[34558, 34521, 22346, 19430, 13846, 11410, 11400, 8726, 34641, 34594]
209	[8399, 131]
210	[29719, 16861, 49942, 45845, 43175, 39761, 29820, 19935, 17450, 17436]
211	[5249, 4525, 4400, 46263, 34388, 32775, 32496, 26098, 24902, 24514]
212	[]
213	[110, 233, 95, 118]
214	[]
215	[]
216	[45311, 26369, 16670, 10680, 10678, 28]
217	[]
218	[29838, 14065, 161, 43333, 43136, 41506, 19130, 16988, 166, 43315]
219	[5856, 5820, 5017]
220	[28913, 12570, 2011, 13]
221	[170]
222	[232, 8004, 223, 47632, 45990, 45935, 38277, 38273, 25896, 21914]
223	[8004, 8003, 638, 33621, 23696, 23647, 10380, 4264, 4069, 3971]
224	[]
225	[]
226	[]
227	[]
228	[]
229	[46822, 45966, 42100, 36132, 30853, 29674, 28548, 28205, 28137, 22091]
230	[23690]
231	[]
232	[222, 25896, 16679, 16655, 14390, 13285, 13279, 10469, 5343, 4839]
233	[95, 213, 240, 6935, 38741, 33621, 20590, 19388, 17150, 164]
234	[36344, 36339, 36333]
235	[48600, 13453, 48665, 48663, 48661, 48660, 48654, 48653, 48652, 48640]
236	[]
237	[43342, 33051, 24361, 8721, 3926, 48386, 43447, 43282, 42332, 40911]
238	[40038, 2830, 49581, 32802, 32050, 31270, 23779, 6997, 2813, 1347]
239	[8675, 16914, 16865, 16974, 16947, 16898, 16862, 43506, 29741, 16983]
240	[233, 189, 95, 118]
241	[12570, 142]
242	[21873, 8685, 34164, 34152, 32171, 27549, 25405, 25224, 16621, 5249]
243	[43136, 8501, 29846, 24352, 9170, 9153, 43358, 43349, 43333, 43288]
244	[]
245	[2421, 140, 109, 95, 189]
246	[16803, 49806, 24279, 13834, 13606, 13577, 13112, 12594]
247	[255, 254, 251, 503, 276, 275, 272, 268, 264, 261]
248	[279, 276, 274, 266, 250]
249	[]
250	[274, 267, 16803, 279, 276, 272, 268, 261, 259, 256]
251	[274, 255, 254, 247, 31139, 19474, 6574, 4494, 2798, 1096]
252	[276, 266, 279, 275, 270, 264, 250, 247]
253	[41697, 24446, 24444]
254	[274, 18311, 261, 255, 251, 247, 47492, 43064, 40412, 35684]
255	[274, 251, 259, 254, 247, 272, 268, 267, 261, 257]
256	[277, 276, 274, 272, 268, 267, 261, 254, 251, 250]
257	[266, 259, 255]
258	[27319, 27299, 15369, 1694, 279, 266, 262, 168]
259	[255, 274, 272, 268, 267, 261, 257, 254, 251, 250]
260	[]
261	[254, 278, 274, 272, 268, 267, 265, 259, 256, 255]
262	[279, 266, 258]
263	[]
264	[276, 275, 266, 252, 247]
265	[696, 24228, 13557, 12600, 4813, 368, 45533, 31772, 24250, 24249]
266	[276, 16803, 279, 252, 49401, 28112, 24279, 22113, 12401, 10898]
267	[274, 250, 272, 268, 261, 259, 256, 255, 254, 251]
268	[274, 272, 267, 261, 259, 256, 255, 254, 251, 250]
269	[24094, 43175, 24093, 24087, 16484, 43501, 30524, 28939, 26872, 20829]
270	[254, 252]
271	[]
272	[274, 268, 267, 261, 259, 256, 255, 254, 251, 250]
273	[38737, 30473, 28263, 19881, 19439, 13166, 934]
274	[255, 254, 251, 267, 250, 32394, 272, 268, 261, 259]
275	[276, 266, 264, 252, 247]
276	[266, 16803, 252, 279, 275, 264, 256, 250, 248, 247]
277	[256]
278	[24230, 24228, 12600, 368, 36592, 24203, 13557, 6796, 4813, 696]
279	[266, 49806, 13834, 13606, 13577, 13112, 12594, 276, 262, 258]
280	[15583, 24361, 46791, 49770, 7074, 46794, 43268, 42510, 40136, 39682]
281	[303, 297, 290, 286, 284, 283]
282	[4425, 32784, 32782, 32356, 32425, 4447, 37866, 37839, 32802, 32776]
283	[303, 297, 290, 284, 281]
284	[46766, 42660, 26476, 7204, 282, 23869, 288, 46767, 46763, 43733]
285	[24361, 15583, 49581, 46791, 23755, 23003, 14385, 8685, 6976, 5249]
286	[7049, 36198, 23864, 311, 47209, 41387, 41384, 34025, 23872, 16307]
287	[46791, 298, 46794, 7204, 294, 292, 46766, 42510, 26476, 24360]
288	[32394, 32352, 284, 49770, 38283, 37851, 37841, 33378, 32801, 32762]
289	[299, 290, 298, 292, 294, 46794, 46766, 42660, 42510, 9533]
290	[298, 289, 46791, 26476, 294, 292, 46794, 42510, 24363, 7204]
291	[44378, 31463, 11162, 48651, 20567, 14278, 14269, 12715, 11245, 293]
292	[299, 289, 9533, 298, 290, 287, 46766, 42660, 7204, 49770]
293	[6565, 36063, 36050, 36019, 36015, 36013, 36011, 35977, 6659, 37851]
294	[46794, 46791, 42510, 299, 298, 290, 289, 287, 49770, 34886]
295	[3394, 2627, 1513, 1453, 1446, 1408, 1390, 285]
296	[]
297	[290, 284, 283, 281]
298	[290, 287, 289, 46791, 26476, 7204, 294, 292, 46794, 42510]
299	[289, 23869, 292, 42660, 42510, 24362, 294, 46794, 46766, 26475]
300	[22239, 37881, 6653, 6611, 6472, 1432, 49770, 45689, 45461, 44764]
301	[299, 298, 290, 289, 287, 43268, 39682, 24363, 16875, 312]
302	[23787, 23748, 23731, 23723, 284, 282]
303	[290, 284, 283, 281]
304	[7024, 7279, 38222, 32590, 18013, 17544, 15588, 10629, 6962, 6934]
305	[312]
306	[]
307	[]
308	[]
309	[]
310	[28704, 3887]
311	[14454, 23993, 1432, 286, 45662, 44756, 41030, 40182, 40158, 39473]
312	[299, 287, 285, 24361, 24360, 15583, 305, 301, 298, 294]
313	[8318, 8268, 3852]
314	[]
315	[]
316	[]
317	[]
318	[]
319	[28255, 28240, 28225, 14403, 48449, 44719, 43656, 43645, 43341, 30447]
320	[]
321	[8156, 48288, 45481, 40633, 40615, 36150, 34026, 33331, 32756, 27025]
322	[]
323	[]
324	[]
325	[11315, 21779, 18050, 21210, 16961, 13443, 13430, 13306, 4194, 4114]
326	[40071, 19885]
327	[333, 40071, 19885]
328	[333]
329	[335, 35900, 43035, 40071, 28160, 19885]
330	[331, 335, 333, 40071, 19885]
331	[330, 335, 333, 40071, 19885]
332	[]
333	[331, 330, 328, 327, 335]
334	[]
335	[331, 330, 329, 40071, 19885, 333]
336	[36592, 2802, 13596, 13112, 728, 21516, 17434, 4787, 1220, 739]
337	[352, 343, 48029, 33786, 13112, 12143, 0, 48908, 47681, 43515]
338	[42692, 18560, 14562, 10709, 5670, 4717, 43064, 42725, 36435, 28222]
339	[24230, 13573, 368, 23297, 7713, 663, 359, 36592, 34751, 25187]
340	[40300, 21934, 20846, 12991, 4139, 354, 48659, 45820, 33691, 25823]
341	[43560, 22483, 10947, 7192, 352, 337]
342	[20557, 18075, 14691, 38254, 15666]
343	[24228, 13112, 24249, 45533, 36574, 24226, 24218, 20068, 16796, 12581]
344	[25170]
345	[]
346	[]
347	[49975, 49923, 44370, 42240, 41628, 30784, 30750, 26438, 26427, 25866]
348	[6558, 40610, 33872, 31270, 17607, 14454, 13177, 9530, 6683, 6662]
349	[387, 385, 383, 380, 378, 367, 343, 338]
350	[11404, 34364, 34326, 34286, 34179, 26055, 11425, 11410, 11395, 8154]
351	[2554, 34553, 24984, 22234, 12210, 575, 34407, 34257, 28611, 23507]
352	[13112, 17894, 13584, 13557, 382, 337, 43277, 24230, 370, 48029]
353	[]
354	[21171, 7994, 4139, 340, 45820, 40300, 33691, 22078, 21934, 21915]
355	[4792, 387, 379, 377, 367]
356	[2027, 370, 343]
357	[21513]
358	[373, 354]
359	[13573, 343, 339, 36592, 24249, 17894, 45645, 24250, 24230, 24228]
360	[]
361	[385, 20022, 16798, 391, 381, 363]
362	[26410, 35306, 42413, 22239, 4717, 351, 25527, 12774, 10701, 10579]
363	[28704, 13573, 4795, 385, 381, 36625, 24188, 21528, 2027, 770]
364	[22049, 47577, 25864, 21215, 18349, 10368, 5951, 372, 47809, 47610]
365	[372, 364]
366	[20567, 4717, 42240, 4234, 351, 47577, 35724, 30860, 30716, 28610]
367	[28064, 4774, 739, 36559, 28737, 28736, 28704, 4792, 762, 28718]
368	[36592, 24188, 36574, 12600, 24248, 17459, 12581, 4813, 371, 339]
369	[43038, 14264, 562, 366, 350]
370	[343, 368, 352, 36574, 13573, 382, 363, 339, 31772, 29596]
371	[36574, 23297, 20068, 677, 390, 368, 36559, 17459, 13112, 12207]
372	[47577, 46979, 14274, 364, 47809, 41775, 30403, 22950, 10985, 10473]
373	[358, 354]
374	[]
375	[23695, 14064, 14138, 14049, 14027, 13973, 39012, 34342, 14131, 14130]
376	[36624, 385, 382, 371, 368, 352, 339]
377	[363, 28717, 21528, 18199, 387, 343, 47659, 29592, 28862, 28753]
378	[385, 394, 390, 387, 386, 380, 377, 367, 349, 339]
379	[16796, 4792, 380, 377, 367, 363, 355, 352]
380	[14514, 20078, 19978, 19358, 13586, 6650, 6573, 4782, 680, 673]
381	[24201, 4813, 739, 363, 29604, 18176, 4806, 4795, 696, 391]
382	[352, 24230, 13573, 24228, 23297, 21538, 370, 339, 42139, 28862]
383	[41786, 18829, 18331, 18015, 17490, 14861, 13115, 9659, 6653, 4525]
384	[385, 21515, 677, 656, 394, 380, 371, 363, 343]
385	[656, 732, 387, 21513, 4813, 4793, 4169, 45533, 24209, 363]
386	[394, 390, 389, 388, 381, 378, 371, 363, 339]
387	[385, 36572, 4795, 28718, 18199, 4787, 728, 43732, 36559, 29600]
388	[390, 389, 386, 381, 377, 371, 363, 339]
389	[390, 388, 386, 381, 371, 363, 339]
390	[8468, 371, 26100, 4240, 394, 43061, 24219, 24188, 22646, 21129]
391	[381, 24201, 385, 380, 363, 361]
392	[]
393	[]
394	[16532, 390, 385, 23297, 13810, 4774, 3702, 387, 371, 368]
395	[]
396	[44431, 30125, 25748, 14315, 371]
397	[337]
398	[]
399	[400]
400	[409, 403, 401, 399, 410]
401	[17383, 400]
402	[410]
403	[400]
404	[]
405	[12067, 16350, 14277, 13621, 10985, 9395, 9105]
406	[]
407	[410]
408	[]
409	[400]
410	[407, 402, 400]
411	[44924, 44922, 44908, 44905, 44903, 44902, 44918, 44915, 44913, 44909]
412	[]
413	[]
414	[]
415	[43300, 27319]
416	[]
417	[434, 436, 423, 425, 432, 427, 43300, 429, 428, 424]
418	[433, 436, 432, 429, 428, 43300, 427, 27319, 435]
419	[434, 436, 432, 429, 43300, 435]
420	[423, 425, 432, 427, 429, 428, 424, 27319]
421	[427, 428, 424, 27319, 435]
422	[426, 43300, 424, 27319, 435]
423	[420, 417, 434, 427, 426, 436, 424, 43300]
424	[426, 425, 423, 422, 421, 420, 417, 434, 433, 428]
425	[433, 420, 417, 434, 432, 429, 428, 426, 436, 427]
426	[422, 423, 43300, 425, 432, 427, 424, 27319, 435, 429]
427	[423, 421, 420, 417, 436, 434, 428, 426, 425, 418]
428	[433, 425, 421, 418, 432, 429, 427, 420, 417, 436]
429	[433, 432, 425, 419, 418, 436, 434, 428, 420, 417]
430	[]
431	[]
432	[419, 436, 434, 429, 425, 420, 418, 417, 428, 426]
433	[418, 425, 17437, 429, 428, 43251, 43242, 24661, 43654, 43292]
434	[417, 419, 436, 423, 432, 425, 429, 427, 435, 428]
435	[436, 434, 433, 426, 422, 421, 419, 418, 417]
436	[434, 419, 417, 418, 432, 423, 43300, 429, 427, 425]
437	[25256, 34536, 34464, 34326, 34201, 34176, 33051, 27736, 25326]
438	[6115, 2647, 47442, 43606, 43537, 43452, 43438, 43251, 43175, 42980]
439	[1100, 18163, 27808, 23305, 13930, 13800, 13793, 35678, 35613, 14140]
440	[]
441	[5274, 2648]
442	[3576, 3230, 34176, 11399, 34299, 34297, 34200, 23507, 3298, 1001]
443	[45009, 40802, 40178, 37006, 36735, 36706, 36676, 27679, 27656, 25225]
444	[45926, 45942, 45937, 45931, 45890, 45871, 44483, 23487, 21478, 21475]
445	[]
446	[448]
447	[19057, 10052, 2644]
448	[446]
449	[]
450	[46077, 46039, 39740, 26853, 23809, 21873, 439]
451	[48029, 33786, 25212, 12143, 352, 337, 0]
452	[49652, 49581, 9453, 13119, 11790, 5531, 49618, 32804, 1366, 44671]
453	[43301, 23623, 17450, 17437, 16680, 15731, 46974, 46972, 45926, 44887]
454	[13959, 14095, 14055, 14130, 13983, 14123, 14015, 23551, 14207, 14117]
455	[26499, 25897, 22090, 4289, 42203, 25902, 25860, 25808, 25801, 25768]
456	[45846, 38703, 30063, 29412, 29405, 29393, 29390, 29389, 29387, 29385]
457	[42240, 21171, 49405, 28364, 21210, 15309, 14930, 12326, 9105, 5670]
458	[22260, 22259, 22251, 22249, 22241, 2153, 32057, 457]
459	[454, 14125, 14123, 14094, 14014, 13832, 2588, 439]
460	[]
461	[45150]
462	[47524, 45467, 38319, 22395, 22386, 22055, 22046, 11246, 7264]
463	[474, 45467, 468]
464	[45108, 22382, 46755, 46696, 46688, 39012, 30134, 28132, 26623, 24286]
465	[473]
466	[47524, 23306, 22085, 47525, 22382, 22376, 22065, 22056, 10176, 9490]
467	[469, 22395, 22085, 47522, 26068, 22056, 22051, 9490, 472, 47545]
468	[45992, 39127, 28619, 28613, 20500, 14376, 12308, 11207, 10498, 10494]
469	[467, 22382, 22085, 47522, 47508, 23301, 22402, 22051, 45108, 42449]
470	[]
471	[466]
472	[38093, 38027, 37997, 14562, 22572, 16265, 14390, 14318, 7639, 467]
473	[465, 468]
474	[463, 45467, 38319]
475	[]
476	[]
477	[]
478	[19444, 4527, 48970, 44892, 41025, 40891, 40659, 38734, 33877, 33353]
479	[38328, 38327]
480	[]
481	[]
482	[2914, 32364, 43692, 41320, 41197, 40280, 40258, 38155, 35207, 25388]
483	[4213, 28662, 28681, 28659, 28684, 28658, 501, 32797, 28682, 28667]
484	[33192, 29249, 8685, 5263, 49604, 41069, 37973, 33126, 32398, 32317]
485	[13119, 5274, 4483, 3896, 1352, 49607, 49581, 49577, 44671, 41320]
486	[]
487	[]
488	[504, 23900, 521, 520, 517, 512, 511, 509, 508, 506]
489	[521, 520, 517, 512, 511, 509, 508, 506, 505, 504]
490	[14324, 38719, 546, 33416, 4196]
491	[521, 520, 517, 512, 511, 509, 508, 506, 505, 499]
492	[41301, 41312, 41201, 41185, 40098, 31270, 17249, 17200, 7041, 521]
493	[]
494	[]
495	[506, 505, 485]
496	[]
497	[520, 521, 517, 512, 511, 509, 508, 506, 505, 504]
498	[35646, 5925, 49917, 35252, 6501, 520, 497, 485]
499	[35568, 505, 49917, 8749, 6501, 5925, 521, 517, 515, 512]
